"annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at"
38,"1","2025-06-11T18:32:45.556998Z",38,1.081,"relevant","IDF says Islamic Jihad members targeted in hospital strike were ‘operating under the guise of journalists’,","2025-06-11T18:32:45.557015Z"
39,"1","2025-06-11T18:32:46.873085Z",39,1.045,"relevant","Hamas says IDF troops ‘besieging’ part of Gaza where hostage Matan Zangauker is held,","2025-06-11T18:32:46.873104Z"
40,"1","2025-06-11T18:32:49.054001Z",40,1.906,"irrelevant","Thailand says ‘deeply saddened’ by death of hostage Nattapong Pinta,","2025-06-11T18:32:49.054019Z"
41,"1","2025-06-11T18:32:51.000918Z",41,1.67,"relevant","IDF believes it located body of Hamas leader Mohammed Sinwar, killed in Gaza strike last month,","2025-06-11T18:32:51.000937Z"
42,"1","2025-06-11T18:32:53.214351Z",42,1.948,"relevant","Report: UN conference to discuss steps toward recognition of Palestinian state rather than declaration,","2025-06-11T18:32:53.214372Z"
43,"1","2025-06-11T18:33:00.438073Z",43,6.945,"irrelevant","At least 5 killed in Russian strikes on Ukraine, officials say,","2025-06-11T18:33:00.438090Z"
44,"1","2025-06-11T18:33:03.778103Z",44,3.059,"relevant","Ceremony to be held at Ben Gurion Airport for repatriation of body of slain Thai hostage Nattapong Pinta,","2025-06-11T18:33:03.778121Z"
45,"1","2025-06-11T18:33:05.668421Z",45,1.637,"relevant","Hostage forum: Return of hostage Nattapong Pinta’s body from Gaza underscores urgency for a deal,","2025-06-11T18:33:05.668438Z"
46,"1","2025-06-11T18:33:09.144219Z",46,3.198,"relevant","Activist aid ship carrying Greta Thunberg reaches Egyptian coast as it heads for Gaza,","2025-06-11T18:33:09.144238Z"
47,"1","2025-06-11T18:33:11.428506Z",47,2.011,"relevant","CEO of Boston Consulting Group said to apologize for involvement in Gaza aid mechanism,","2025-06-11T18:33:11.428524Z"
48,"1","2025-06-11T18:33:14.089152Z",48,2.382,"relevant","IDF believes Thai hostage Pinta Nattapong was abducted alive, murdered in captivity,","2025-06-11T18:33:14.089171Z"
49,"1","2025-06-11T18:33:16.058894Z",49,1.69,"relevant","Body of Thai hostage Pinta Nattapong recovered from Gaza in IDF, Shin Bet operation,","2025-06-11T18:33:16.058912Z"
50,"1","2025-06-11T18:33:17.976151Z",50,1.64,"relevant","12 killed in overnight strike on Khan Younis tent camp, Palestinian media reports; no comment from IDF,","2025-06-11T18:33:17.976169Z"
51,"1","2025-06-11T18:33:19.213780Z",51,0.965,"relevant","Israeli officials: Lebanon army was told about Hezbollah drone sites a week before strikes, but failed to act,","2025-06-11T18:33:19.213796Z"
52,"1","2025-06-11T18:33:20.475118Z",52,17.565,"irrelevant","Panama president calls in archbishop, rabbi in bid to mediate with striking banana workers,","2025-06-11T18:33:44.312444Z"
53,"1","2025-06-11T18:33:51.295441Z",53,3.437,"irrelevant","Man, 14-year-old boy killed in collision between vehicle, police car near Segev Shalom,","2025-06-11T18:33:51.295460Z"
54,"1","2025-06-11T18:33:54.275270Z",54,2.702,"relevant","Pentagon watchdog investigating if staffers were asked to delete Hegseth’s Signal messages,","2025-06-11T18:33:54.275287Z"
55,"1","2025-06-11T18:34:06.186599Z",55,11.632,"irrelevant","Iran claims US travel ban shows ‘deep hostility toward Iranians and Muslims’,","2025-06-11T18:34:06.186617Z"
56,"1","2025-06-11T18:34:09.351867Z",56,2.876,"relevant","Trump insists nuclear deal won’t let Iran enrich uranium,","2025-06-11T18:34:09.351884Z"
57,"1","2025-06-11T18:34:12.057834Z",57,2.426,"relevant","At Israel’s request, US mulls giving $500M to fund Gaza aid group’s operations — Reuters,","2025-06-11T18:34:12.057894Z"
58,"1","2025-06-11T18:34:13.995382Z",58,1.659,"relevant","US Supreme Court allows DOGE broad access to Social Security data,","2025-06-11T18:34:13.995402Z"
59,"1","2025-06-11T18:34:16.086102Z",59,1.805,"relevant","IDF reservist moderately wounded by mortar fire in Gaza City,","2025-06-11T18:34:16.086119Z"
60,"1","2025-06-11T18:34:25.893426Z",60,9.52,"relevant","Hamas spokesman after IDF troops killed: We’ll continue hurling ‘David’s stones’ at ‘Gideon’s Chariots’,","2025-06-11T18:34:25.893445Z"
61,"1","2025-06-11T18:34:29.741808Z",61,3.583,"relevant","Iran FM says Tehran will respond to US nuclear deal proposal in coming days,","2025-06-11T18:34:29.741825Z"
62,"1","2025-06-11T18:34:31.942581Z",62,1.904,"relevant","Abrego Garcia on way to US to face criminal charges, ABC News reports,","2025-06-11T18:34:31.942603Z"
63,"1","2025-06-11T18:34:38.274171Z",63,6.033,"relevant","Palestinian under psychiatric evaluation after hitting rabbi in France,","2025-06-11T18:34:38.274189Z"
64,"1","2025-06-11T18:34:44.184584Z",64,5.628,"irrelevant","Four killed, 80 wounded in intense Russian air attacks on Ukraine,","2025-06-11T18:34:44.184599Z"
65,"1","2025-06-11T18:34:51.003180Z",65,6.531,"irrelevant","Following Trump pardon, Proud Boys leaders involved in January 6 insurrection file $100 million lawsuit,","2025-06-11T18:34:51.003198Z"
66,"1","2025-06-11T18:34:58.365522Z",66,7.085,"irrelevant","US, China to hold trade talks on June 9 in London, Trump says,","2025-06-11T18:34:58.365542Z"
67,"1","2025-06-11T18:35:03.219897Z",67,4.569,"irrelevant","US feds warn of ‘elevated threat’ to Jewish communities after Boulder and DC attacks,","2025-06-11T18:35:03.219918Z"
68,"1","2025-06-11T18:35:06.688760Z",68,3.168,"relevant","Report: ITA Airways to resume Israel flights on July 6,","2025-06-11T18:35:06.688779Z"
69,"1","2025-06-11T18:35:10.808520Z",69,3.845,"relevant","Palestinian detained in France after rabbi hit with chair,","2025-06-11T18:35:10.808536Z"
