US reportedly assisting Israel in intercepting Iranian missiles	['irrelevant']	[[0.78247105 0.21752895]] 
Israeli official says Iran will pay ‘unbearable price’ for its missile attacks on civilian areas	['relevant']	[[0.22350665 0.77649335]] 
IDF denies Iranian state media report claiming Tehran downed pair of Israeli fighter jets	['relevant']	[[0.19747356 0.80252644]] 
Magen David Adom updates injury count from Iran attack to 5, with one moderately wounded	['irrelevant']	[[0.59269898 0.40730102]] 
Iran Revolutionary Guards confirm attacks on dozens of targets in Israel	['relevant']	[[0.42926561 0.57073439]] 
IAEA says aware of reported attacks on Iran’s nuclear sites	['relevant']	[[0.41371049 0.58628951]] 
Sirens triggered across Israel as dozens of missiles launched in 2nd wave from Iran	['irrelevant']	[[0.57507715 0.42492285]] 
Iran’s Supreme Leader: Israel’s ‘hit and run’ attacks won’t be allowed without grave consequences	['irrelevant']	[[0.68293005 0.31706995]] 
UK’s Starmer speaks to Trump about de-escalating Iran-Israel tensions	['irrelevant']	[[0.64555332 0.35444668]] 
Medics say several Israelis injured amid 7 reported impacts in Tel Aviv area	['irrelevant']	[[0.80434049 0.19565951]] 
IDF says second barrage of Iran ballistic missiles has been launched at Israel	['relevant']	[[0.22494622 0.77505378]] 
Iranian media says Iran launched hundreds of missiles toward Israel	['relevant']	[[0.47488589 0.52511411]] 
Iran FM calls for UN action against Israel’s ‘warmongering’	['irrelevant']	[[0.5351078 0.4648922]] 
‘The enemy is watching’: IDF calls on public not to publish location or photos of missile impacts	['irrelevant']	[[0.55154159 0.44845841]] 
Smoke seen rising from Tel Aviv following apparent Iran missile impact	['irrelevant']	[[0.80749939 0.19250061]] 
Pro-Iran groups in Iraq demand US troops leave, warn of regional escalation	['irrelevant']	[[0.64309782 0.35690218]] 
Footage shows Iranian missiles above Israel as attack underway	['irrelevant']	[[0.74260149 0.25739851]] 
France’s Macron: Iran nuclear program was close to a critical stage	['relevant']	[[0.42993519 0.57006481]] 
Sirens triggered across Israel as roughly 100 Iranian missiles said heading toward country	['irrelevant']	[[0.69802265 0.30197735]] 
Putin tells Netanyahu issues surrounding Iran’s nuclear program must be solved through diplomacy	['relevant']	[[0.48193413 0.51806587]] 
Israeli official: We won’t take our foot off the gas; damage from Iranian response won’t be minor	['irrelevant']	[[0.67475195 0.32524805]] 
Detecting missile attack from Iran, IDF orders civilians to enter shelters	['relevant']	[[0.37355061 0.62644939]] 
IDF spokesman’s press conference cut short due to heightened alert at military HQ	['relevant']	[[0.36017146 0.63982854]] 
IDF reveals that it killed six top Iranian military commanders and nine nuclear scientists	['relevant']	[[0.47202466 0.52797534]] 
IDF spokesman: Israel’s war against Iran ongoing; we’re prepared for it to continue for many days	['relevant']	[[0.19553155 0.80446845]] 
US Embassy in Jerusalem orders staff to shelter in place until further notice	['irrelevant']	[[0.61746754 0.38253246]] 
IDF reveals that it struck Isfahan nuclear site	['relevant']	[[0.4291101 0.5708899]] 
UN conference on Israel-Palestinian conflict postponed, Macron confirms	['relevant']	[[0.39630894 0.60369106]] 
Iran media reports ‘massive explosion’ in country’s center	['irrelevant']	[[0.60148708 0.39851292]] 
Jerusalem said to threaten Iranian oil refineries if Tehran targets Israeli population centers with missiles	['irrelevant']	[[0.51352136 0.48647864]] 
Iran media says air defenses intercept ‘projectiles’ over Tehran	['relevant']	[[0.45622962 0.54377038]] 
Red Crescent says 3 Palestinian children injured by shrapnel, after Yemeni missile lands in West Bank	['relevant']	[[0.2065859 0.7934141]] 
Iranian air defenses activated in central Tehran, state media reports	['irrelevant']	[[0.65979651 0.34020349]] 
IDF instructs civilians to remain close to bomb shelters until further notice	['relevant']	[[0.30306045 0.69693955]] 
IDF conducting a war in Iran, not an operation — senior military official	['irrelevant']	[[0.51184889 0.48815111]] 
IDF: Houthi missile lands in southern West Bank; no immediate reports of injuries	['relevant']	[[0.23657645 0.76342355]] 
Houthi missile said to impact in Palestinian town in southern West Bank	['relevant']	[[0.42268758 0.57731242]] 
UK PM Starmer speaks to Netanyahu, stresses Israel’s right to self-defense	['irrelevant']	[[0.55455984 0.44544016]] 
Swiss ambassador summoned by Iran following attacks by Israel	['irrelevant']	[[0.57037389 0.42962611]] 
Ballistic missile from Yemen triggers sirens in Jerusalem and West Bank	['irrelevant']	[[0.67394003 0.32605997]] 
Toll from Israeli strikes on Iran’s northwest up to 18 dead — state media	['relevant']	[[0.37405492 0.62594508]] 
US gave Qatar, other regional allies heads up on Israel’s planned attack on Iran	['irrelevant']	[[0.54592101 0.45407899]] 
Iran downs Israeli drone near Fordo nuclear site, state media claims	['relevant']	[[0.47480424 0.52519576]] 
Lander, Mamdani endorse each other for NYC mayoral primary	['irrelevant']	[[0.67626593 0.32373407]] 
Trump says Israel’s attack on Iran could lead Iran to soften stance in nuclear talks	['relevant']	[[0.42979002 0.57020998]] 
IDF chief says army continues to strike Iran ‘with full force’	['relevant']	[[0.19224327 0.80775673]] 
Hanegbi: Military force alone can’t destroy Iran’s nuke program; only Trump can compel Iran to abandon it; Iran’s political leaders won’t be targeted	['irrelevant']	[[0.64179609 0.35820391]] 
Trump: Unclear if Iran still has nuke program, not worried about regional war	['irrelevant']	[[0.80459843 0.19540157]] 
IAEA says radiation outside Natanz site targeted by Israel ‘remained unchanged’	['relevant']	[[0.43703452 0.56296548]] 
IDF releases new footage of strikes on Iran military sites	['relevant']	[[0.22685777 0.77314223]] 
Iran media says Israeli strike destroyed border post, killed soldier	['relevant']	[[0.25723744 0.74276256]] 
Israel reportedly striking Iran’s Fordo underground nuclear site	['irrelevant']	[[0.60454136 0.39545864]] 
Report: Head of Iran’s elite Quds Force killed in Israeli strike	['relevant']	[[0.22008597 0.77991403]] 
Air force chief says Israel’s military presence in western Iran ‘critical’	['relevant']	[[0.4698318 0.5301682]] 
PM says Israel destroyed Iran’s Natanz nuclear site and that Tehran’s response will come	['relevant']	[[0.44454806 0.55545194]] 
FM says he held calls with 9 counterparts to update them on Israel’s Iran strike	['relevant']	[[0.29116913 0.70883087]] 
Iran’s new Guards chief says ‘gates of hell’ will open on Israel	['relevant']	[[0.26037592 0.73962408]] 
Netanyahu says he gave order to take out Iran’s nuclear program in November 2024	['relevant']	[[0.33037152 0.66962848]] 
US shifts military resources in Mideast in response to Israel strikes and possible Iran attack	['irrelevant']	[[0.62725692 0.37274308]] 
Footage shows large blasts at Iranian military site in Tabriz	['irrelevant']	[[0.76613109 0.23386891]] 
German foreign minister alters Middle East trip after Israel strikes Iran	['relevant']	[[0.44949922 0.55050078]] 
IDF says it called up reservists ‘to all combat arenas throughout country’	['relevant']	[[0.24310972 0.75689028]] 
Trump: Iran may have another opportunity to strike nuclear deal	['irrelevant']	[[0.52616279 0.47383721]] 
PM’s aide under criminal investigation breaks silence to hail Netanyahu after Iran attack	['relevant']	[[0.32942758 0.67057242]] 
Netanyahu updates Herzog on Iran operation; president hails attack, calls for release of hostages	['irrelevant']	[[0.52911665 0.47088335]] 
Macron holds call with Netanyahu after Iran attack — Elysee Palace	['irrelevant']	[[0.52840154 0.47159846]] 
Leaders of UK, France, Germany urge de-escalation of Middle East conflict	['relevant']	[[0.45728821 0.54271179]] 
French-Saudi confab on advancing two-state solution postponed after Israeli attack on Iran — sources	['relevant']	[[0.18986648 0.81013352]] 
Iran FM says Tehran ‘expects’ EU to condemn Israeli attack	['relevant']	[[0.24897467 0.75102533]] 
IAEA to convene extraordinary board meeting on Monday following Israel attack	['irrelevant']	[[0.62406474 0.37593526]] 
Iran FM decries Israel’s ‘illegal and cowardly’ attack	['irrelevant']	[[0.63392949 0.36607051]] 
IDF says it struck additional ballistic missiles and launchers in Iran today	['relevant']	[[0.36427209 0.63572791]] 
UN envoy: Israel launched Iran strike after intelligence showed Tehran advancing plans to destroy Israel and US	['relevant']	[[0.3587832 0.6412168]] 
Hostage’s mother posts last birthday text she received from her son, in 2023	['irrelevant']	[[0.74180335 0.25819665]] 
IDF reissues evacuation warnings for large areas of Gaza	['relevant']	[[0.15956366 0.84043634]] 
‘There are no people’: With Pride parade scrapped amid Iran tensions, Tel Aviv appears a shadow of itself	['irrelevant']	[[0.72245962 0.27754038]] 
Diaspora minister calls on Belgium Jews to flee, claiming Brussels can’t protect them from ‘Islamist mobs’	['irrelevant']	[[0.6928947 0.3071053]] 
Iran media says 8 killed in Israeli strike on northwest	['relevant']	[[0.19963628 0.80036372]] 
Erdogan slams Israel’s ‘banditry’ after Iran strikes	['relevant']	[[0.44035927 0.55964073]] 
Italy calls on Iran, Israel to ‘return to negotiation’	['irrelevant']	[[0.54543715 0.45456285]] 
Iraq accuses Israel of using its airspace to attack Iran	['relevant']	[[0.44080983 0.55919017]] 
Loud blast heard near airbase in west Iran — state media	['irrelevant']	[[0.66352037 0.33647963]] 
IDF releases footage of fighter jets and navy boats shooting down drones from Iran	['relevant']	[[0.38401061 0.61598939]] 
Report: Israel successfully deceived top Iran air force commanders into convening ahead of strike	['relevant']	[[0.36157049 0.63842951]] 
Firefighters working to extinguish Golan blaze caused by debris from Iranian drone interception	['irrelevant']	[[0.69817532 0.30182468]] 
Trump says US was read in on Israel’s attack on Iran: ‘It wasn’t a heads-up. It was, we know what’s going on’	['relevant']	[[0.29603982 0.70396018]] 
Iran confirms Israel killed Guards aerospace commander	['irrelevant']	[[0.5177164 0.4822836]] 
OPEC sees no need for unnecessary measures in oil market	['irrelevant']	[[0.670733 0.329267]] 
IDF says it shot down Iran drone that triggered Golan sirens	['relevant']	[[0.28309269 0.71690731]] 
Turkish Airlines cancels flights to Iran, Iraq, Syria and Jordan until Monday, transport minister says	['relevant']	[[0.47738135 0.52261865]] 
UN Security Council to meet Friday to discuss Israeli attack on Iran	['relevant']	[[0.30145516 0.69854484]] 
GHF says it distributed over 35K aid boxes today before IDF ordered halt to operations	['relevant']	[[0.15308912 0.84691088]] 
IDF says two combat engineering soldiers seriously wounded in north Gaza fighting	['relevant']	[[0.07980589 0.92019411]] 
Netanyahu’s office says he’ll be speaking with Trump and Putin today amid Iran strikes	['relevant']	[[0.47278059 0.52721941]] 
Smotrich says Finance Ministry ready to address economic fallout of Israeli attack on Iran	['relevant']	[[0.21872386 0.78127614]] 
IDF: We destroyed dozens of missile launchers in last several hours of airstrikes in Iran	['relevant']	[[0.21335132 0.78664868]] 
IDF says it made Red Sea interception of several drones believed to be from Iran	['relevant']	[[0.21708209 0.78291791]] 
Merz, Macron and Starmer hold call to discuss Israeli strikes on Iran, Tehran’s response	['relevant']	[[0.45583236 0.54416764]] 
Footage apparently shows Israeli jet refueling mid-air on way back from Iran	['relevant']	[[0.43606471 0.56393529]] 
Reports of large explosion in Iran’s Hamedan	['irrelevant']	[[0.62289994 0.37710006]] 
Macron: France reaffirms Israel’s right to defend itself, condemns Iran nuclear program	['relevant']	[[0.45784969 0.54215031]] 
IDF says it intercepted several drones on Syrian border before they crossed into Israel	['relevant']	[[0.17801457 0.82198543]] 
Iranian president says Israel will ‘regret its foolish act’	['irrelevant']	[[0.50369528 0.49630472]] 
Germany ‘strongly condemns’ Iran’s ‘indiscriminate’ drone attack on Israel	['irrelevant']	[[0.51921742 0.48078258]] 
Trump says he gave Iran a 60-day ultimatum: ‘Today is day 61… Now they have, perhaps, a second chance!’	['relevant']	[[0.48343575 0.51656425]] 
Trump hails ‘excellent’ Israeli strikes on Iran: ‘And there’s more to come. A lot more’	['relevant']	[[0.40182353 0.59817647]] 
Foreign Ministry says embassies closed, urges Israelis abroad to register their locations	['relevant']	[[0.44512272 0.55487728]] 
IDF deploys new division to Jordan Valley	['relevant']	[[0.33136171 0.66863829]] 
IDF says air force continuing to strike Iran: ‘The operation is only beginning’	['relevant']	[[0.29803742 0.70196258]] 
Qatar condemns Israeli strikes in meeting with Iran envoy	['relevant']	[[0.4062951 0.5937049]] 
Leaders of France, UK, Germany hold talks on Iran	['irrelevant']	[[0.60876917 0.39123083]] 
At least 20 top Iranian commanders killed; Iran claims only cosmetic damage at Natanz	['irrelevant']	[[0.51844456 0.48155544]] 
Defending strikes, Sa’ar tells EU foreign czar Iran threatened Europe as well	['irrelevant']	[[0.60573723 0.39426277]] 
Ben Gurion Airport closed ‘until further notice’; airlines start to issue cancellation notices	['irrelevant']	[[0.50157559 0.49842441]] 
IDF confirms IRGC air force chief, top echelon killed in Israeli strike	['relevant']	[[0.15319596 0.84680404]] 
Macron convenes security council in Paris following strikes on Iran	['irrelevant']	[[0.57194255 0.42805745]] 
Hezbollah official says it will stay out of Israel-Iran fight	['relevant']	[[0.33253729 0.66746271]] 
‘I gave Iran chance after chance’: Trump tells Tehran to make a deal or face ‘even more brutal’ attacks	['relevant']	[[0.29582617 0.70417383]] 
Israel says jets still working to shoot down drones	['relevant']	[[0.46398107 0.53601893]] 
Khamenei taps replacements for slain army chief, IRGC head	['irrelevant']	[[0.6248162 0.3751838]] 
Mossad airs video of extraordinary covert action from inside Iran	['irrelevant']	[[0.51702416 0.48297584]] 
Iran reports fresh explosions in Tabriz; adviser to Khamenei said injured in early strikes	['irrelevant']	[[0.53168459 0.46831541]] 
Chief rabbis indicate public should avoid synagogues in line with rules as Shas calls for prayer, study	['irrelevant']	[[0.7503301 0.2496699]] 
IDF says strike on Natanz hit underground centrifuge hall, critical infrastructure	['relevant']	[[0.19182845 0.80817155]] 
Kremlin condemns escalation of tensions after attack on Iran	['relevant']	[[0.36174401 0.63825599]] 
Strike on underground meeting kills most of IRGC air force brass in fell swoop — Katz	['irrelevant']	[[0.5975036 0.4024964]] 
Germany’s Merz backs Israeli right to hit Iran, ups protection at Jewish sites	['irrelevant']	[[0.63223504 0.36776496]] 
Beirut reportedly warns Hezbollah against joining Iranian response to Israel	['irrelevant']	[[0.55059105 0.44940895]] 
Air force shows footage of strikes on ballistic missiles aimed at Israel	['relevant']	[[0.49771143 0.50228857]] 
IDF says it has ‘control over the situation’ after Iran launched at least 100 drones at Israel	['relevant']	[[0.11309915 0.88690085]] 
Czech Republic: Israeli strikes on Iran a ‘reasonable reaction’ to Tehran’s nuclear program, terror support	['relevant']	[[0.24243223 0.75756777]] 
Deportation of final 3 Gaza boat activists paused with closure of Israeli airspace, rights group says	['relevant']	[[0.07424644 0.92575356]] 
France ‘closely monitoring developments’ after Israeli strikes on Iran, says foreign minister	['relevant']	[[0.13564298 0.86435702]] 
Sa’ar speaks with German, Italian counterparts about strikes on Iran	['irrelevant']	[[0.61689548 0.38310452]] 
Israeli defense officials believe Iran’s Natanz nuclear facility significantly damaged in airstrikes	['relevant']	[[0.39625105 0.60374895]] 
IDF Home Front Command says civilians no longer need to remain close to bomb shelters	['relevant']	[[0.24561421 0.75438579]] 
Mossad set up drone base in Iran; UAVs were activated overnight to strike surface-to-surface missile launchers aimed at Israel	['relevant']	[[0.3617137 0.6382863]] 
El Al and Arkia announce planes being moved out of Israel ahead of expected Iran attack	['relevant']	[[0.452058 0.547942]] 
Fighter jets completed an ‘extensive blow’ against air defenses in western Iran, IDF says	['relevant']	[[0.25774742 0.74225258]] 
Iran armed forces: ‘No limits’ in Tehran’s response to Israeli strikes	['relevant']	[[0.31292573 0.68707427]] 
IDF intelligence chief: Israel entering an ‘existential’ battle against Iran	['relevant']	[[0.32549276 0.67450724]] 
Report: UK not planning to help protect Israel as Iran retaliates for strikes on nuclear, military targets	['relevant']	[[0.3839123 0.6160877]] 
IAEA head: Iran says Fordo, Isfahan nuclear sites have not been hit in Israeli strikes	['relevant']	[[0.30428717 0.69571283]] 
Sirens in Jordan’s capital Amman amid Iranian drone attack on Israel; Jordan says it intercepted a number of UAVs	['relevant']	[[0.43407808 0.56592192]] 
Head of Israel’s manufacturers association: Essential industries will operate continuously	['irrelevant']	[[0.5482106 0.4517894]] 
Israir says it has begun evacuating its aircraft from Ben Gurion Airport	['irrelevant']	[[0.5511786 0.4488214]] 
Air force jets begin shooting down drones launched from Iran, outside Israel’s borders	['irrelevant']	[[0.61715297 0.38284703]] 
Health Ministry, IDF instruct all hospitals to move medical services to protected areas	['relevant']	[[0.33235499 0.66764501]] 
Iranian drones may begin to reach Israel within 1-2 hours if not intercepted en route	['irrelevant']	[[0.67347399 0.32652601]] 
US Embassy in Israel instructs employees, family members to shelter in place until further notice	['irrelevant']	[[0.51040888 0.48959112]] 
IDF says it believes additional senior Iranian officials killed in strikes	['relevant']	[[0.19010348 0.80989652]] 
Jordan closes airspace amid Israeli strikes on Iran	['relevant']	[[0.42239115 0.57760885]] 
National Security Council warns Israelis abroad to take enhanced precautions	['irrelevant']	[[0.74924425 0.25075575]] 
Tel Aviv confirms today’s Pride parade canceled	['irrelevant']	[[0.7988225 0.2011775]] 
IDF releases footage, images showing Israeli Air Force fighter jets heading out for Iran strikes	['relevant']	[[0.19132122 0.80867878]] 
IAEA, citing information from Iran: No increase in radiation levels at targeted Natanz site	['irrelevant']	[[0.59185233 0.40814767]] 
Footage shows Iranian drones in skies above Iraq, apparently en route to Israel	['irrelevant']	[[0.66492846 0.33507154]] 
Saudi Arabia condemns ‘blatant Israeli aggressions’ against Iran	['relevant']	[[0.45768032 0.54231968]] 
Over 100 drones launched by Iran at Israel in last few hours, IDF working to shoot them down	['relevant']	[[0.2345115 0.7654885]] 
IDF: 200 aircraft involved in opening strikes on Iran, with several top officials killed	['relevant']	[[0.29213933 0.70786067]] 
Israelis throng supermarkets ahead of expected missile attack from Iran	['irrelevant']	[[0.59863027 0.40136973]] 
Israel Police carry out assessment for ‘expected threats and challenges’	['irrelevant']	[[0.69460873 0.30539127]] 
US working to rebuild regional coalition but some Iranian missiles expected to get through, Israeli official says	['relevant']	[[0.4264417 0.5735583]] 
Herzog: Israel’s Iran strikes to ‘neutralize an immediate, existential threat to our people’	['relevant']	[[0.47475341 0.52524659]] 
US official says Washington still hopes to hold nuclear talks with Iran on Sunday	['irrelevant']	[[0.70409446 0.29590554]] 
Netanyahu: Israel’s surprise opening strike on Iran was ‘very successful’	['relevant']	[[0.29935605 0.70064395]] 
Israel’s ‘Wing of Zion’ official state plane takes off from Ben Gurion Airport	['relevant']	[[0.4847289 0.5152711]] 
Israeli airstrikes targeted three military sites in Iran’s northwest, state media says	['relevant']	[[0.34290768 0.65709232]] 
Israel has so far carried out 5 waves of strikes in Iran, military official says	['relevant']	[[0.43674865 0.56325135]] 
Report: Iran’s military chief Bagheri killed in Israeli strike	['relevant']	[[0.32340556 0.67659444]] 
IDF: Iran has been secretly advancing plan for ‘all parts of the development of a nuclear weapon’	['relevant']	[[0.20497706 0.79502294]] 
Iran’s Khamenei: Israel will face a ‘bitter and painful fate’ for strikes	['irrelevant']	[[0.50621824 0.49378176]] 
NYPD steps up protection of Jewish, Israeli sites after Iran strikes	['relevant']	[[0.41024928 0.58975072]] 
Israel and the US will pay a ‘heavy price’ for strikes, Iran military spokesman says	['irrelevant']	[[0.50770013 0.49229987]] 
Israeli strikes on Iran enabled by ‘breakthrough intelligence,’ says senior IDF official	['relevant']	[[0.0889412 0.9110588]] 
Fresh wave of Israeli strikes in Tehran, Iranian state media reports	['relevant']	[[0.32627191 0.67372809]] 
Hospitals prepare themselves for wartime footing	['irrelevant']	[[0.69244185 0.30755815]] 
Iran airspace closed until further notice, state television says	['relevant']	[[0.36130621 0.63869379]] 
New explosion heard at key nuclear site Natanz, Iranian state media says	['relevant']	[[0.44220428 0.55779572]] 
Defense minister: We dealt with Iran’s proxies; now we’re dealing with the head of the snake	['irrelevant']	[[0.71277223 0.28722777]] 
Key uranium enrichment site in Natanz ‘hit several times,’ Iranian state media says	['irrelevant']	[[0.5087695 0.4912305]] 
Trump to convene National Security Council to discuss strike on Iran	['irrelevant']	[[0.53232394 0.46767606]] 
IDF boosting troops, raising alert level along borders and in West Bank	['relevant']	[[0.40809364 0.59190636]] 
Israeli envoy to UN: Israel has dialogue with US, but strike on Iran was independent decision	['relevant']	[[0.34029722 0.65970278]] 
IDF chief: A time of difficult decisions; we’ve long prepared for this	['relevant']	[[0.43290349 0.56709651]] 
Iran state media names two nuclear scientists killed in Israeli strike	['relevant']	[[0.26258666 0.73741334]] 
PM, defense minister told IDF on Monday to prepare for today’s strike	['relevant']	[[0.3008177 0.6991823]] 
Defense minister asks labor minister to activate emergency labor measures	['irrelevant']	[[0.69430568 0.30569432]] 
Iran’s Revolutionary Guard commander Hossein Salami killed in Israeli strike, says Iranian state media	['relevant']	[[0.22658175 0.77341825]] 
Report: Mossad carried out covert sabotage operations against Iranian air defenses, long-range missiles	['irrelevant']	[[0.65763274 0.34236726]] 
IDF chief: We reached point of no return, we have no choice	['relevant']	[[0.36609233 0.63390767]] 
Defense official: If strike succeeded, we did to Iran in 10 minutes what we did to Hezbollah in 10 days	['relevant']	[[0.44668039 0.55331961]] 
Deaths reported in Israeli strikes on residential buildings in Tehran — Iranian state media	['relevant']	[[0.35751585 0.64248415]] 
Senior US Democrat condemns Israel’s ‘reckless escalation’ for Iran strikes	['irrelevant']	[[0.5085418 0.4914582]] 
Foreign minister holding calls with counterparts around the world	['irrelevant']	[[0.79095494 0.20904506]] 
Explosions heard in Natanz, home to key nuclear site, says Iranian state television	['relevant']	[[0.48003735 0.51996265]] 
Netanyahu thanks Trump for support; tells Iranians ‘your liberation from tyranny is closer than ever’	['irrelevant']	[[0.57421651 0.42578349]] 
Iran suspends flights at Tehran’s main international airport	['irrelevant']	[[0.54187894 0.45812106]] 
Israeli official: Increasingly likely Iran’s army chief and top nuclear scientists eliminated	['relevant']	[[0.46419362 0.53580638]] 
Home Front Command chief: Sirens expected in wide areas of Israel	['irrelevant']	[[0.5328315 0.4671685]] 
PM: Israel at a decisive point in its history, operation will continue as long as is needed	['irrelevant']	[[0.62303735 0.37696265]] 
Footage ostensibly shows results of Israeli strikes in Iran	['relevant']	[[0.35951596 0.64048404]] 
IDF in formal statement: Israel has launched attack to damage Iran’s nuclear program	['relevant']	[[0.32730267 0.67269733]] 
Rubio: Israel took ‘unilateral action against Iran,’ US not involved	['irrelevant']	[[0.77440945 0.22559055]] 
Report: US helped lull Iran into belief no attack imminent	['irrelevant']	[[0.6007801 0.3992199]] 
IDF expects operation against Iran to last for several days	['relevant']	[[0.29736665 0.70263335]] 
Explosions heard in Tehran, Iran’s state TV says; regime’s air defenses on alert; Iran airport closed	['relevant']	[[0.32808142 0.67191858]] 
Israel closes airspace for arrivals and departures	['irrelevant']	[[0.6868658 0.3131342]] 
PM’s insistence he was going on vacation was apparently a ruse	['irrelevant']	[[0.51765553 0.48234447]] 
IDF confirms launching aerial campaign against Iran’s nuclear program	['relevant']	[[0.34664739 0.65335261]] 
Sirens designed to warn Israelis of ‘new situation’; no attack launched at Israel at this hour	['relevant']	[[0.35469483 0.64530517]] 
Netanyahu convenes security cabinet as Israel begins strikes in Iran	['relevant']	[[0.39652081 0.60347919]] 
Home Front Command warns Israel could experience ‘heavy missile attack from the east’	['irrelevant']	[[0.71266212 0.28733788]] 
Israel begins preemptive strike against Iran, defense minister says; sirens wail across Israel	['relevant']	[[0.31827035 0.68172965]] 
Young man shot dead in Ar’ara in northern Israel	['irrelevant']	[[0.66131367 0.33868633]] 
Israeli envoy: UN resolution lends legitimacy to terror and ignores Hamas’s massacre	['relevant']	[[0.37331296 0.62668704]] 
UN overwhelmingly demands immediate Gaza ceasefire over US, Israel opposition	['relevant']	[[0.34279887 0.65720113]] 
Reports: US told Israel it will not provide offensive support for Iran strike	['irrelevant']	[[0.67213728 0.32786272]] 
Security cabinet discusses state of hostage deal talks — official	['irrelevant']	[[0.57469311 0.42530689]] 
Trump says ‘committed to diplomatic resolution’ with Iran	['irrelevant']	[[0.58120023 0.41879977]] 
Lebanese health ministry reports 1 killed by Israeli strikes in southern Lebanon	['relevant']	[[0.21191027 0.78808973]] 
Poll shows 14% drop in support for Israel among Republican voters	['irrelevant']	[[0.65589428 0.34410572]] 
Israeli airstrikes reported near towns in southern Lebanon	['relevant']	[[0.41555393 0.58444607]] 
Democratic senator says he was forced to ground, handcuffed after interrupting Noem’s press conference	['relevant']	[[0.26499951 0.73500049]] 
